register_id	name	institution_id	institution_name	created	modified	addresses_roadtype_id	addresses_roadtype_name	addresses_road_id	addresses_road_name	addresses_start_street_number	addresses_end_street_number	addresses_neighborhood_id	addresses_neighborhood_name	addresses_district_id	addresses_district_name	addresses_zip_code	addresses_town	addresses_main_address	addresses_type	values_id	values_attribute_id	values_category	values_attribute_name	values_value	values_outstanding	values_description	secondary_filters_id	secondary_filters_name	secondary_filters_fullpath	secondary_filters_tree	secondary_filters_asia_id	geo_epgs_25831_x	geo_epgs_25831_y	geo_epgs_4326_lat	geo_epgs_4326_lon	estimated_dates	start_date	end_date
﻿99400604895	Jardins Maria Capdevila			2018-07-30T13:33:51+02:00	2022-11-23T12:39:02.604963+01:00			150604	C Grífols	41		43	Horta	07	Horta-Guinardó	08032	BARCELONA	True									55737068	Parcs i jardins	Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins	651	0065103002006000	429776.8986037612	4586554.073132161	41.42748106849125	2.159570336326216			
﻿92086000166	Jardí de les Escultures *Annex Edifici Fundació Joan Miró			1990-12-13T00:00:00+01:00	2024-09-25T12:37:59.864326+02:00			213307	Avinguda de Miramar	7	11	11	el Poble-sec	03	Sants-Montjuïc	08038	Barcelona	True									55737068	Parcs i jardins	Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins	651	0065103002006000	429842.28	4580041.527	41.36883058473533	2.1611073679131896			
﻿92086000166	Jardí de les Escultures *Annex Edifici Fundació Joan Miró			1990-12-13T00:00:00+01:00	2024-09-25T12:37:59.864326+02:00			213307	Avinguda de Miramar	7	11	11	el Poble-sec	03	Sants-Montjuïc	08038	Barcelona	True									66731068	WiFi BCN	Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN	651	0065103013000000	429842.28	4580041.527	41.36883058473533	2.1611073679131896			
﻿92086012239	Jardí Bacardí			1985-04-15T00:00:00+02:00	2024-11-21T15:01:51.429917+01:00			343903	Trav Corts	122		20	la Maternitat i Sant Ramon	04	Les Corts	08028	BARCELONA	True									55737068	Parcs i jardins	Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins	651	0065103002006000	426919.19748311146	4581306.900699366	41.37996721919083	2.1260066458684292			
﻿92086032290	Jardins de la Indústria			1990-02-20T00:00:00+01:00	2023-02-16T10:23:29.411582+01:00			161407	Carrer de la Indústria	109		06	la Sagrada Família	02	Eixample	08025	Barcelona	True									55737068	Parcs i jardins	Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins	651	0065103002006000	430713.69595801353	4584377.727540115	41.40796085984799	2.1710300807550866			
