Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,1246
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,1238
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,3406
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,2881
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,2294
